City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
229,newport,GB,51.59,-3.0,62.01,98,100,7.0,overcast clouds,2020-11-02 02:51:22
230,rodrigues alves,BR,-7.74,-72.65,75.58,76,88,2.1,overcast clouds,2020-11-02 02:51:22
231,tautira,PF,-17.73,-149.15,84.2,62,40,9.17,scattered clouds,2020-11-02 02:51:22
232,dinguiraye,GN,11.3,-10.72,70.38,53,0,1.68,clear sky,2020-11-02 02:51:22
233,sungai besar,MY,3.67,100.99,86.0,79,20,3.36,few clouds,2020-11-02 02:51:23
234,shingu,JP,33.73,135.98,66.2,93,75,6.93,mist,2020-11-02 02:51:23
235,mehamn,NO,71.04,27.85,42.78,81,100,27.4,overcast clouds,2020-11-02 02:47:06
236,atar,MR,20.52,-13.05,79.12,20,100,8.68,overcast clouds,2020-11-02 02:51:23
237,puerto cabezas,NI,14.04,-83.39,77.0,94,75,6.93,broken clouds,2020-11-02 02:51:23
238,shwebo,MM,22.57,95.7,79.2,85,84,4.43,broken clouds,2020-11-02 02:51:23
239,qunduz,AF,36.73,68.86,54.63,34,35,1.52,scattered clouds,2020-11-02 02:51:23
240,pisco,PE,-13.7,-76.22,64.4,82,90,13.87,overcast clouds,2020-11-02 02:51:24
241,praia,CV,14.92,-23.51,75.2,88,20,6.93,few clouds,2020-11-02 02:47:27
242,cassilandia,BR,-19.11,-51.73,69.46,58,0,5.79,clear sky,2020-11-02 02:51:24
243,hasaki,JP,35.73,140.83,70.0,73,75,10.29,light rain,2020-11-02 02:46:33
244,kashi,CN,39.45,75.98,41.0,41,0,8.95,clear sky,2020-11-02 02:51:24
245,aklavik,CA,68.22,-135.01,12.2,92,61,2.24,broken clouds,2020-11-02 02:51:24
246,oparino,RU,59.85,48.28,24.51,98,15,1.57,few clouds,2020-11-02 02:51:24
247,north bend,US,43.41,-124.22,53.01,87,1,3.78,clear sky,2020-11-02 02:51:24
248,induno olona,IT,45.85,8.84,48.99,100,99,2.24,overcast clouds,2020-11-02 02:51:24
249,kieta,PG,-6.22,155.63,86.52,61,2,3.8,light rain,2020-11-02 02:51:24
250,rabo de peixe,PT,37.8,-25.58,62.6,82,20,4.7,few clouds,2020-11-02 02:51:25
251,kurilsk,RU,45.23,147.88,52.88,91,100,15.73,light rain,2020-11-02 02:51:25
252,okoneshnikovo,RU,54.84,75.08,34.75,85,97,10.51,overcast clouds,2020-11-02 02:51:25
253,dakoro,NE,14.51,6.76,73.99,23,0,11.18,clear sky,2020-11-02 02:51:25
254,palauig,PH,15.44,119.9,83.08,71,100,12.55,overcast clouds,2020-11-02 02:51:25
255,bechem,GH,7.09,-2.02,70.18,97,13,1.41,light rain,2020-11-02 02:51:25
256,bafq,IR,31.61,55.41,55.11,33,0,4.43,clear sky,2020-11-02 02:51:25
257,nushki,PK,29.55,66.02,52.29,30,0,0.51,clear sky,2020-11-02 02:51:26
258,poum,NC,-20.23,164.02,78.84,75,59,11.3,broken clouds,2020-11-02 02:46:56
259,krasnoselkup,RU,65.7,82.47,21.07,97,95,15.12,overcast clouds,2020-11-02 02:51:26
260,luderitz,NA,-26.65,15.16,59.85,75,100,4.43,overcast clouds,2020-11-02 02:51:26
261,ried,DE,48.48,11.26,59.0,77,100,10.29,overcast clouds,2020-11-02 02:51:26
262,tran,BG,42.84,22.65,32.0,80,0,2.24,clear sky,2020-11-02 02:51:26
263,iquitos,PE,-3.75,-73.25,72.88,92,39,1.77,scattered clouds,2020-11-02 02:51:26
264,octeville,FR,49.63,-1.64,61.0,93,90,24.16,overcast clouds,2020-11-02 02:51:26
265,san cristobal,VE,7.77,-72.22,66.63,92,99,2.08,light rain,2020-11-02 02:51:26
266,naryan-mar,RU,67.67,53.09,32.68,96,96,9.31,overcast clouds,2020-11-02 02:51:26
267,ostersund,SE,63.18,14.64,45.0,87,100,20.8,light rain,2020-11-02 02:51:27
268,butaritari,KI,3.07,172.79,82.24,78,62,10.49,light rain,2020-11-02 02:46:43
269,victoria,HK,22.29,114.16,80.01,60,100,1.01,overcast clouds,2020-11-02 02:51:04
270,nanortalik,GL,60.14,-45.24,31.95,90,0,38.27,clear sky,2020-11-02 02:51:27
271,leningradskiy,RU,69.38,178.42,16.92,83,82,4.45,broken clouds,2020-11-02 02:51:27
272,port blair,IN,11.67,92.75,83.3,71,19,5.32,few clouds,2020-11-02 02:51:11
273,sao sepe,BR,-30.16,-53.57,62.6,67,0,13.87,clear sky,2020-11-02 02:51:27
274,minab,IR,27.15,57.08,64.4,77,0,6.93,clear sky,2020-11-02 02:51:27
275,gizo,SB,-8.1,156.84,85.33,69,29,1.92,light rain,2020-11-02 02:51:27
276,hithadhoo,MV,-0.6,73.08,82.17,74,100,7.96,moderate rain,2020-11-02 02:51:27
277,zhezkazgan,KZ,47.8,67.71,42.1,52,100,6.06,overcast clouds,2020-11-02 02:51:28
278,leh,IN,34.17,77.58,32.11,66,0,1.52,clear sky,2020-11-02 02:51:28
279,bakchar,RU,57.02,82.07,31.66,97,96,6.87,overcast clouds,2020-11-02 02:51:28
280,yulara,AU,-25.24,130.99,95.0,10,0,11.41,clear sky,2020-11-02 02:51:28
281,luis correia,BR,-2.88,-41.67,79.61,83,23,10.76,few clouds,2020-11-02 02:50:10
282,santa maria,BR,-29.68,-53.81,62.6,67,0,13.87,clear sky,2020-11-02 02:51:28
283,petatlan,MX,17.52,-101.27,77.63,79,30,2.93,scattered clouds,2020-11-02 02:51:28
284,khalkhal,IR,37.62,48.53,46.49,50,0,4.05,clear sky,2020-11-02 02:51:28
285,heidenreichstein,AT,48.87,15.12,55.0,91,97,1.01,overcast clouds,2020-11-02 02:51:28
286,kamina,CD,-8.74,24.99,63.27,88,1,2.33,clear sky,2020-11-02 02:51:28
287,mamanguape,BR,-6.84,-35.13,78.8,83,75,5.82,broken clouds,2020-11-02 02:51:29
288,nichinan,JP,31.6,131.37,66.2,93,75,4.7,mist,2020-11-02 02:51:29
289,sur,OM,22.57,59.53,73.38,25,0,1.99,clear sky,2020-11-02 02:46:47
290,manzil salim,TN,35.86,8.48,42.8,81,0,4.7,clear sky,2020-11-02 02:51:29
291,bud,US,39.45,-86.18,35.01,59,1,5.82,clear sky,2020-11-02 02:51:29
292,macau,MO,22.2,113.55,80.6,69,100,14.99,overcast clouds,2020-11-02 02:51:30
293,nouakchott,MR,18.09,-15.98,75.2,57,100,10.29,overcast clouds,2020-11-02 02:51:30
294,zhigansk,RU,66.77,123.37,2.75,92,100,22.01,overcast clouds,2020-11-02 02:51:30
295,kutum,SD,14.2,24.67,68.9,35,0,16.24,clear sky,2020-11-02 02:51:30
296,vila,PT,42.03,-8.16,59.0,95,99,8.99,overcast clouds,2020-11-02 02:51:30
297,matara,LK,5.95,80.54,83.53,68,32,6.29,scattered clouds,2020-11-02 02:51:30
298,bejar,ES,40.39,-5.76,57.0,87,86,1.48,overcast clouds,2020-11-02 02:48:46
299,estevan,CA,49.13,-102.98,42.8,60,1,10.29,clear sky,2020-11-02 02:50:57
300,fort nelson,CA,58.81,-122.7,14.0,78,90,11.41,light snow,2020-11-02 02:51:30
301,xuddur,SO,4.12,43.89,73.08,84,100,6.58,overcast clouds,2020-11-02 02:51:30
302,saint-pierre,RE,-21.34,55.48,69.8,64,90,4.7,overcast clouds,2020-11-02 02:51:30
303,san patricio,US,28.02,-97.52,66.2,93,1,5.82,clear sky,2020-11-02 02:51:31
304,muisne,EC,0.6,-80.03,75.34,85,93,8.01,overcast clouds,2020-11-02 02:51:31
305,baglung,NP,28.27,83.59,73.58,41,0,1.77,clear sky,2020-11-02 02:51:31
306,chapais,CA,49.78,-74.85,32.0,99,90,5.82,overcast clouds,2020-11-02 02:47:04
307,ardakan,IR,32.31,54.02,50.0,25,0,4.7,clear sky,2020-11-02 02:51:31
308,avera,US,33.19,-82.53,59.0,67,1,11.41,clear sky,2020-11-02 02:51:31
309,acapulco,MX,16.86,-99.89,80.58,77,87,5.7,overcast clouds,2020-11-02 02:51:31
310,kalaleh,IR,37.38,55.49,59.0,62,0,3.67,clear sky,2020-11-02 02:51:31
311,puerto madryn,AR,-42.77,-65.04,73.89,28,96,26.04,overcast clouds,2020-11-02 02:48:49
312,sabzevar,IR,36.21,57.68,52.93,42,0,4.07,clear sky,2020-11-02 02:51:31
313,obo,CF,5.4,26.49,68.83,94,63,2.44,broken clouds,2020-11-02 02:51:32
314,waipawa,NZ,-41.41,175.52,55.99,93,100,16.11,light rain,2020-11-02 02:51:32
315,tual,ID,-5.67,132.75,83.37,75,95,12.91,overcast clouds,2020-11-02 02:51:32
316,pringsewu,ID,-5.36,104.97,86.4,60,76,6.22,broken clouds,2020-11-02 02:51:32
317,ixtapa,MX,20.7,-105.2,75.74,85,24,2.39,few clouds,2020-11-02 02:51:32
318,altamont,US,42.21,-121.74,53.01,45,1,3.36,clear sky,2020-11-02 02:51:32
319,turukhansk,RU,65.82,87.98,22.51,98,100,14.05,light snow,2020-11-02 02:51:32
320,jumla,NP,29.27,82.18,57.56,40,0,3.09,clear sky,2020-11-02 02:51:32
321,alihe,CN,50.57,123.72,17.67,84,100,10.11,overcast clouds,2020-11-02 02:51:32
322,pinar del rio,CU,22.42,-83.7,75.7,91,25,9.86,scattered clouds,2020-11-02 02:48:08
323,andra,RU,62.51,65.89,25.11,96,100,7.58,overcast clouds,2020-11-02 02:51:32
324,kochi,IN,9.94,76.26,78.8,94,40,3.36,mist,2020-11-02 02:51:33
325,fortuna,US,40.6,-124.16,51.01,93,1,5.82,clear sky,2020-11-02 02:51:33
326,makakilo city,US,21.35,-158.09,82.4,65,40,9.17,light rain,2020-11-02 02:51:33
327,bengkulu,ID,-3.8,102.27,80.69,79,100,0.56,overcast clouds,2020-11-02 02:46:54
328,fairbanks,US,64.84,-147.72,-0.99,83,1,2.3,clear sky,2020-11-02 02:51:26
329,selikhino,RU,50.37,137.5,40.05,68,3,13.91,clear sky,2020-11-02 02:51:33
330,zlitan,LY,32.47,14.57,66.76,59,0,3.62,clear sky,2020-11-02 02:51:33
331,anadyr,RU,64.75,177.48,14.0,85,75,4.47,light snow,2020-11-02 02:51:33
332,broome,US,42.25,-75.83,35.01,74,75,20.8,broken clouds,2020-11-02 02:51:33
333,balikpapan,ID,-1.27,116.83,84.2,74,20,4.7,few clouds,2020-11-02 02:51:33
334,lasa,IT,46.62,10.7,48.2,81,75,5.82,broken clouds,2020-11-02 02:51:34
335,alta floresta,BR,-9.88,-56.09,70.52,98,100,3.09,overcast clouds,2020-11-02 02:51:34
336,simao,CN,22.79,100.97,71.64,81,33,2.8,scattered clouds,2020-11-02 02:51:34
337,tiznit,MA,29.58,-9.5,66.99,29,0,3.6,clear sky,2020-11-02 02:51:34
338,rawlins,US,41.79,-107.24,48.2,29,1,6.93,clear sky,2020-11-02 02:51:34
339,bull savanna,JM,17.89,-77.59,75.0,92,100,11.56,overcast clouds,2020-11-02 02:51:34
340,lopsmarka,NO,67.31,14.45,53.6,54,75,23.04,broken clouds,2020-11-02 02:51:34
341,umuahia,NG,5.53,7.49,72.64,99,100,3.42,overcast clouds,2020-11-02 02:51:34
342,atambua,ID,-9.11,124.89,87.64,46,87,3.38,overcast clouds,2020-11-02 02:46:47
343,vila velha,BR,-20.33,-40.29,69.8,77,90,16.11,overcast clouds,2020-11-02 02:50:42
344,cumana,VE,10.46,-64.18,78.8,94,22,10.29,few clouds,2020-11-02 02:51:34
345,hami,CN,42.8,93.45,50.05,40,12,6.62,few clouds,2020-11-02 02:51:34
346,ambilobe,MG,-13.2,49.05,71.78,65,86,6.85,overcast clouds,2020-11-02 02:51:35
347,sargur,IN,11.98,76.42,74.21,78,7,2.19,clear sky,2020-11-02 02:51:35
348,quatre cocos,MU,-20.21,57.76,71.01,93,40,4.7,scattered clouds,2020-11-02 02:51:35
349,cabinda,AO,-5.55,12.2,76.87,89,98,0.78,overcast clouds,2020-11-02 02:51:35
350,asau,RO,46.43,26.4,39.0,85,4,5.68,clear sky,2020-11-02 02:51:35
351,kahului,US,20.89,-156.47,84.2,62,40,11.41,scattered clouds,2020-11-02 02:51:35
352,lodwar,KE,3.12,35.6,80.62,53,91,15.3,overcast clouds,2020-11-02 02:51:35
353,road town,VG,18.42,-64.62,80.01,89,10,3.0,clear sky,2020-11-02 02:51:35
354,airai,TL,-8.93,125.41,79.88,42,97,4.05,overcast clouds,2020-11-02 02:51:35
355,sile,TR,41.18,29.61,42.8,93,0,4.63,clear sky,2020-11-02 02:51:35
356,ojinaga,MX,29.57,-104.42,69.8,30,1,5.82,clear sky,2020-11-02 02:51:36
357,imbituba,BR,-28.24,-48.67,62.6,88,75,8.05,broken clouds,2020-11-02 02:51:36
358,kidal,ML,18.44,1.41,72.55,24,12,13.49,few clouds,2020-11-02 02:51:36
359,shawnee,US,39.05,-95.77,39.2,51,1,3.42,clear sky,2020-11-02 02:51:36
360,bulancak,TR,40.94,38.23,59.0,93,75,9.48,broken clouds,2020-11-02 02:51:36
361,marawi,PH,8.0,124.29,87.01,64,92,5.99,overcast clouds,2020-11-02 02:46:47
362,ryotsu,JP,38.08,138.43,57.2,100,75,9.17,light intensity shower rain,2020-11-02 02:51:36
363,saldanha,ZA,-33.01,17.94,62.6,67,0,6.93,clear sky,2020-11-02 02:51:36
364,ballitoville,ZA,-29.54,31.21,60.8,93,90,6.93,heavy intensity rain,2020-11-02 02:51:36
365,nettuno,IT,41.48,12.68,57.99,94,100,3.04,overcast clouds,2020-11-02 02:51:36
366,maniitsoq,GL,65.42,-52.9,23.27,95,99,9.46,overcast clouds,2020-11-02 02:51:37
367,srednekolymsk,RU,67.45,153.68,-3.41,91,56,7.94,broken clouds,2020-11-02 02:51:37
368,cherskiy,RU,68.75,161.3,1.44,92,99,5.26,overcast clouds,2020-11-02 02:51:37
369,zelenoborskiy,RU,66.84,32.36,39.63,85,100,14.45,overcast clouds,2020-11-02 02:51:37
370,quang ngai,VN,15.12,108.8,79.45,75,85,11.12,light rain,2020-11-02 02:47:16
371,luganville,VU,-15.53,167.17,86.0,70,40,11.41,scattered clouds,2020-11-02 02:51:37
372,kefamenanu,ID,-9.45,124.48,92.98,29,57,13.13,broken clouds,2020-11-02 02:51:37
373,cheremkhovo,RU,53.16,103.07,16.83,91,31,10.16,scattered clouds,2020-11-02 02:51:37
374,bilibino,RU,68.05,166.44,9.09,93,100,1.32,overcast clouds,2020-11-02 02:51:37
375,kushiro,JP,42.98,144.37,57.2,93,75,12.75,light intensity shower rain,2020-11-02 02:51:38
376,hervey bay,AU,-25.3,152.85,80.01,61,3,8.01,clear sky,2020-11-02 02:51:38
377,prince rupert,CA,54.32,-130.32,51.8,71,90,23.04,moderate rain,2020-11-02 02:51:38
378,guozhen,CN,34.37,107.36,61.52,28,15,2.01,few clouds,2020-11-02 02:51:38
379,nara,JP,34.69,135.8,62.6,88,75,3.36,light intensity shower rain,2020-11-02 02:51:38
380,nome,US,64.5,-165.41,19.4,79,1,4.76,clear sky,2020-11-02 02:51:38
381,vestmannaeyjar,IS,63.44,-20.27,37.94,74,34,15.93,scattered clouds,2020-11-02 02:51:38
382,mandalgovi,MN,45.76,106.27,26.53,76,0,9.44,clear sky,2020-11-02 02:51:38
383,kruisfontein,ZA,-34.0,24.73,64.0,83,14,4.0,few clouds,2020-11-02 02:51:38
384,torbay,CA,47.67,-52.73,37.99,80,5,14.99,clear sky,2020-11-02 02:51:38
385,viedma,AR,-40.81,-63.0,62.01,56,0,14.63,clear sky,2020-11-02 02:51:39
386,eureka,US,40.8,-124.16,51.01,93,1,1.45,clear sky,2020-11-02 02:51:39
387,port lincoln,AU,-34.73,135.87,77.54,38,62,13.56,broken clouds,2020-11-02 02:48:11
388,ulaanbaatar,MN,47.91,106.88,14.0,78,0,2.24,clear sky,2020-11-02 02:50:30
389,havre-saint-pierre,CA,50.23,-63.6,42.8,81,90,11.41,overcast clouds,2020-11-02 02:51:39
390,kazerun,IR,29.62,51.65,51.75,46,0,1.66,clear sky,2020-11-02 02:51:39
391,dingle,PH,11.0,122.67,81.27,84,81,12.35,light rain,2020-11-02 02:51:39
392,evensk,RU,61.95,159.23,24.22,91,100,2.73,overcast clouds,2020-11-02 02:51:39
393,chapadinha,BR,-3.74,-43.36,75.49,87,79,3.02,broken clouds,2020-11-02 02:51:39
394,bandarbeyla,SO,9.49,50.81,76.51,76,0,17.65,clear sky,2020-11-02 02:47:15
395,tecoanapa,MX,16.52,-98.75,80.31,81,6,5.53,clear sky,2020-11-02 02:51:39
396,omboue,GA,-1.57,9.26,75.78,91,100,4.29,overcast clouds,2020-11-02 02:51:40
397,saint-georges,GD,12.06,-61.75,78.8,88,75,6.93,broken clouds,2020-11-02 02:51:40
398,taganak,PH,6.08,118.3,84.2,79,20,3.36,heavy intensity rain,2020-11-02 02:51:40
399,jiblah,YE,13.92,44.15,53.96,41,0,3.51,clear sky,2020-11-02 02:51:40
400,vanderhoof,CA,54.02,-124.02,42.01,85,100,6.31,overcast clouds,2020-11-02 02:51:40
401,severo-kurilsk,RU,50.68,156.12,43.66,75,18,12.84,few clouds,2020-11-02 02:51:40
402,russell,US,32.35,-85.2,62.6,62,1,9.17,clear sky,2020-11-02 02:47:08
403,margate,GB,51.38,1.39,63.0,86,100,11.01,light rain,2020-11-02 02:51:40
404,maua,BR,-23.67,-46.46,57.2,82,90,10.29,overcast clouds,2020-11-02 02:50:44
405,petropavlovskoye,RU,52.07,84.11,36.68,78,74,3.98,broken clouds,2020-11-02 02:51:40
406,seguin,US,29.57,-97.96,64.0,51,1,9.17,clear sky,2020-11-02 02:50:34
407,taoudenni,ML,22.68,-3.98,75.31,20,100,14.63,overcast clouds,2020-11-02 02:51:41
408,goderich,CA,43.75,-81.72,35.6,90,100,33.33,overcast clouds,2020-11-02 02:51:41
409,daru,PG,-9.08,143.21,85.77,72,53,11.79,broken clouds,2020-11-02 02:51:41
410,benin,BJ,9.5,2.25,71.19,45,100,0.2,overcast clouds,2020-11-02 02:51:41
411,marzuq,YE,14.4,46.47,56.44,37,0,0.85,clear sky,2020-11-02 02:51:41
412,matagami,CA,49.75,-77.63,26.6,86,100,20.94,light rain,2020-11-02 02:51:41
413,sao jose da coroa grande,BR,-8.9,-35.15,76.71,84,73,10.33,broken clouds,2020-11-02 02:51:41
414,merauke,ID,-8.47,140.33,89.08,61,43,11.16,scattered clouds,2020-11-02 02:51:41
415,koryazhma,RU,61.31,47.17,27.07,97,62,3.04,broken clouds,2020-11-02 02:51:42
416,karasjok,NO,69.47,25.51,41.0,86,100,31.09,overcast clouds,2020-11-02 02:51:42
417,sola,VU,-13.88,167.55,81.21,84,50,17.27,light rain,2020-11-02 02:51:42
418,tigil,RU,57.8,158.67,39.81,69,66,9.22,broken clouds,2020-11-02 02:51:42
419,komsomolskiy,UZ,40.43,71.72,42.8,38,100,6.93,overcast clouds,2020-11-02 02:51:42
420,hwange,ZW,-18.37,26.5,70.45,50,0,6.06,clear sky,2020-11-02 02:51:42
421,palestine,PS,31.92,35.2,71.6,73,40,5.82,scattered clouds,2020-11-02 02:51:42
422,zolotukhino,RU,52.08,36.38,48.2,87,90,8.95,light rain,2020-11-02 02:51:42
423,makurdi,NG,7.74,8.51,74.93,87,79,2.57,broken clouds,2020-11-02 02:51:42
424,masvingo,ZW,-20.06,30.83,59.61,84,86,3.4,overcast clouds,2020-11-02 02:51:42
425,taltal,CL,-25.4,-70.48,57.52,71,6,5.73,clear sky,2020-11-02 02:50:20
426,chifeng,CN,42.27,118.96,35.31,60,0,19.33,clear sky,2020-11-02 02:51:43
427,poyarkovo,RU,49.6,128.68,24.28,95,100,13.4,overcast clouds,2020-11-02 02:51:43
428,meghraj,IN,23.5,73.5,74.48,24,0,10.89,clear sky,2020-11-02 02:51:43
429,shaowu,CN,27.34,117.48,65.75,71,98,2.66,overcast clouds,2020-11-02 02:51:43
430,northam,GB,51.03,-4.22,61.0,96,100,8.01,overcast clouds,2020-11-02 02:51:43
431,williams lake,CA,52.14,-122.14,41.0,77,75,8.05,broken clouds,2020-11-02 02:51:43
432,carballo,ES,43.21,-8.69,66.99,84,90,5.99,overcast clouds,2020-11-02 02:51:43
433,gouyave,GD,12.16,-61.73,78.8,88,75,6.93,broken clouds,2020-11-02 02:51:43
434,pampa,US,35.54,-100.96,51.8,53,1,12.75,clear sky,2020-11-02 02:51:44
435,molina,CL,-35.12,-71.28,60.8,63,0,2.24,clear sky,2020-11-02 02:51:44
436,xining,CN,36.62,101.77,37.33,65,1,2.1,clear sky,2020-11-02 02:51:44
437,paamiut,GL,61.99,-49.67,25.7,92,38,5.17,scattered clouds,2020-11-02 02:51:44
438,bousso,TD,10.48,16.71,77.49,65,8,3.11,clear sky,2020-11-02 02:51:44
439,marystown,CA,47.17,-55.15,45.0,100,97,15.68,overcast clouds,2020-11-02 02:51:44
440,portland,US,45.52,-122.68,57.2,50,1,9.17,clear sky,2020-11-02 02:48:30
441,shebunino,RU,46.43,141.86,51.73,82,17,5.91,few clouds,2020-11-02 02:51:44
442,bauska,LV,56.41,24.19,44.6,75,90,10.29,overcast clouds,2020-11-02 02:51:44
443,porbandar,IN,21.64,69.61,80.71,32,6,10.51,clear sky,2020-11-02 02:51:45
444,leshan,CN,29.56,103.76,63.28,60,99,2.73,overcast clouds,2020-11-02 02:51:45
445,la rioja,ES,42.25,-2.5,55.99,78,63,5.84,broken clouds,2020-11-02 02:51:45
446,beringovskiy,RU,63.05,179.32,24.49,93,98,3.29,overcast clouds,2020-11-02 02:51:45
447,guerrero negro,MX,27.98,-114.06,69.73,69,0,11.25,clear sky,2020-11-02 02:50:20
448,vardo,NO,70.37,31.11,44.69,81,100,28.16,overcast clouds,2020-11-02 02:51:46
449,balkanabat,TM,39.51,54.37,60.1,43,0,0.96,clear sky,2020-11-02 02:51:46
450,kungurtug,RU,50.6,97.52,27.72,79,50,1.3,scattered clouds,2020-11-02 02:51:46
451,cabedelo,BR,-6.98,-34.83,78.8,83,75,5.82,broken clouds,2020-11-02 02:51:46
452,loa janan,ID,-0.58,117.09,77.45,89,100,1.19,moderate rain,2020-11-02 02:51:46
453,kem,RU,64.96,34.58,35.1,87,100,11.3,overcast clouds,2020-11-02 02:51:46
454,tangzhai,CN,34.43,116.59,67.19,25,17,9.57,few clouds,2020-11-02 02:47:40
455,fairview,US,40.81,-74.0,50.0,66,90,9.17,overcast clouds,2020-11-02 02:51:46
456,manjacaze,MZ,-24.71,33.88,64.72,91,14,1.83,few clouds,2020-11-02 02:51:46
457,onokhoy,RU,51.93,108.07,15.8,72,13,4.47,few clouds,2020-11-02 02:51:47
458,trat,TH,12.5,102.5,84.2,70,40,5.82,scattered clouds,2020-11-02 02:51:47
459,san fernando,PH,15.03,120.69,77.0,94,90,6.93,overcast clouds,2020-11-02 02:51:47
460,yashkul,RU,46.17,45.34,52.21,46,82,8.46,broken clouds,2020-11-02 02:51:47
